CRSP
0.000431
-0.032049
-0.064579
0.037256
0.014549
0.055532
0.028476
0.027706
0.002458
-0.02781
0.027726
0.029064
0.001707
0.045159
0.006724
0.006786
0.057336
-0.020423
0.07536
0.025511
0.04654
-0.039414
0.069393
0.023042
-0.002745
-0.013542
0.089915
0.042957
0.019359
-0.045935
0.010175
0.0678
0.031345
0.020883
0.120432
0.003901
0.053275
-0.000478
-0.007992
0.01801
-0.055446
0.099427
0.045771
0.084071
-0.049003
-0.196541
-0.122265
0.017811
0.055871
0.026737
0.076761
-0.020583
-0.01289
-0.15749
0.041089
0.003537
-0.124293
-0.083715
-0.026215
-0.077141
0.062279
0.108526
-0.064232
-0.098385
-0.132809
0.137613
-0.063335
0.000831
-0.290013
0.080822
-0.089308
-0.134515
-0.010499
0.057427
-0.109272
-0.179969
-0.2069
-0.009229
0.330888
0.364791
-0.030997
-0.130379
-0.054678
0.044409
0.009721
-0.133144
0.016823
0.382752
0.211063
0.133654
-0.09585
0.122208
-0.105533
-0.082208
0.099766
0.020144
0.129657
-0.023533
0.004781
-0.01799
-0.070662
0.02531
-0.108466
0.059468
-0.002957
-0.019245
0.084419
0.004037
-0.031839
-0.019409
-0.037016
0.089403
0.034776
0.055065
0.073148
0.027451
0.02379
0.069926
0.051928
0.045614
0.065814
0.025957
0.00847
-0.0782
0.050488
0.025948
0.063287
0.011155
0.014725
0.069674
0.034182
0.001195
0.032489
0.01325
-0.004573
-0.074617
-0.00841
-0.040592
0.084348
-0.045229
-0.13484
-0.094845
-0.082975
-0.040771
0.00826
0.05748
-0.236216
0.14539
-0.038843
0.235427
0.071722
-0.026933
0.008828
0.077175
-0.01817
0.04045
-0.059668
0.034562
-0.118963
-0.00259
0.068617
-0.052998
0.101109
-0.066033
0.159534
-0.004183
-0.036321
0.0303
-0.024814
0.014319
0.019001
0.001294
-0.220243
0.06662
0.032315
0.023404
0.023219
0.029546
-0.016565
0.007065
-0.040354
-0.015118
0.00987
-0.053011
0.014334
0.058186
0.058581
0.000826
-0.007459
-0.051514
-0.019338
-0.046332
0.005752
-0.022771
-0.065788
-0.043131
0.061413
0.025228
0.034788
0.018767
0.026204
0.067833
0.001819
0.04931
0.075026
0.059913
0.061395
0.006698
0.056962
0.016784
-0.046023
0.012894
0.02413
-0.012327
-0.058127
0.063087
0.018126
0.004166
0.02413
-0.017288
0.05194
0.056672
-0.015014
0.01522
0.000314
0.002778
0.015399
0.042124
0.018266
0.065229
-0.038993
0.077808
0.018436
0.003882
-0.022247
0.060615
0.047955
0.039148
0.054569
0.011363
0.061834
-0.05758
0.059506
0.040609
0.041604
-0.039062
-0.025828
-0.064133
-0.100862
-0.014064
0.002492
0.05059
0.015135
-0.011755
-0.016868
-0.047786
-0.010132
0.053645
0.041413
-0.017547
-0.004474
0.024661
-0.018095
0.029869
-0.037019
-0.043558
0.082635
0.037713
0.074452
0
-0.050405
0.003858
-0.02941
0.059755
-0.090552
0.032116
0.002959
-0.028716
0.040833
-0.018052
-0.027347
0.003438
0.055466
0.02651
0.032073
0.031556
0.019216
0.052606
0.016316
0.014517
0.012156
0.040147
0.042938
-0.056538
0.01595
0.05035
0.048811
-0.001401
0.029023
0.057189
0.057915
0.015151
-0.021026
0.049745
-0.022567
-0.02521
0.070916
0.045071
0.008989
-0.022363
0.006005
0.034946
0.017031
-0.024816
0.045415
-0.048719
0.03257
0.039376
0.011904
-0.00697
-0.01922
-0.005267
0.05896
0.031256
-0.001666
-0.001633
-0.013344
-0.027384
0.006736
-0.016281
0.025195
-0.043995
0.003065
0.047035
0.028259
0.000668
0.050581
0.019202
0.037774
0.042626
0.031362
0.01137
0.050421
-0.022528
0.06431
-0.016237
0.09595
0.055287
0.007071
0.031377
-0.001187
0.032271
0.011918
0.065856
0.02005
0.004367
-0.002247
-0.025694
0.071576
0.016534
-0.028041
0.039581
0.06814
0.005029
-0.049621
0.037353
0.051023
-0.028948
-0.049928
0.007153
0.007393
0.030407
-0.031261
-0.018445
0.023694
0.044984
0.035899
-0.005829
0.009607
-0.049625
-0.057748
-0.041456
0.024297
-0.037999
0.050093
-0.013997
0.03349
0.030427
0.024628
0.029478
0.045035
0.018718
0.0493
0.026994
0.030391
0.053243
0.009579
0.011203
0.004896
0.039156
0.020046
0.001206
0.034271
-0.011601
-0.044757
0.015253
0.018226
0.029019
-0.067264
0.012459
-0.012115
-0.015449
0.033281
0.023131
-0.020766
0.030049
-0.058107
-0.004575
0.047922
0.048077
0.064465
0.037091
0.030962
0.005852
0.025904
-0.028474
0.030708
0.027137
-0.018754
0.027114
0.046075
0.000667
-0.036341
0.019038
-0.00564
-0.062734
-0.084534
-0.082724
0.066076
0.023381
-0.05012
0.002122
0.110113
0.011852
0.051843
-0.021927
0.032926
0.047437
0.020033
-0.018028
-0.001699
0.052685
-0.011904
0.02773
-0.005551
0.021737
0.025795
0.01717
0.017651
0.004622
0.017412
0.01508
0.020128
-0.011268
0.030462
0.008859
0.00309
0.003714
0.038648
0.006951
-0.009732
0.033639
-0.004347
-0.051859
0.016723
0.030879
0.031935
0.029282
0.003047
0.01354
0.012107
-0.008637
-0.020912
0.024809
-0.052499
-0.010316
-0.012877
-0.075347
-0.006954
0.042323
0.017506
0.006209
0.085511
0.010936
0.043404
0.041599
-0.039348
0.02687
0.049167
-0.006223
0.034284
-0.027414
0.007906
0.033698
-0.036354
-0.033612
0.005099
0.094149
0.02703
0.011513
-0.022022
0.018042
0.044442
0.009049
0.058508
-0.033887
-0.006708
-0.053627
0.030489
0.020545
0.005045
-0.067361
-0.065164
0.05147
-0.022582
0.055636
-0.03216
-0.019674
-0.073248
0.056714
-0.004723
-0.105318
-0.064342
-0.051074
0.074198
0.05004
0.047495
-0.018162
0.050452
0.060708
0.052018
0.016903
0.044791
0.033328
-0.036389
0.003127
-0.040278
0.042504
-0.005009
-0.040669
-0.001259
0.091246
0.028383
0.031331
0.008732
0.005491
0.016376
-0.020898
-0.004248
0.035977
-0.007667
0.008682
0.049764
0.011244
-0.027653
-0.044493
-0.007944
-0.051737
-0.024496
-0.008699
0.057111
-0.029644
0.053994
-0.000307
-0.120883
0.011442
0.005024
0.002618
-0.02288
-0.046381
-0.041966
-0.022942
-0.070891
-0.087741
-0.10971
0.165619
-0.040942
-0.027001
0.141415
0.058612
0.030159
0.046418
0.055161
0.051587
-0.060448
-0.023613
-0.037963
0.05604
0.031163
-0.011013
0.125954
0.007168
0.026807
-0.010483
-0.009362
0.044445
-0.006112
-0.001385
0.0245
-0.020399
0.005581
0.061599
-0.036351
-0.015762
-0.009253
0.004958
-0.010791
0.051359
-0.01281
-0.013361
0.001573
-0.039287
0.045428
0.008208
-0.055196
-0.009274
0.033999
0.082847
0.023226
-0.010751
0.05674
0.042351
-0.006892
-0.110991
0.033788
0.017714
0.049352
-0.026654
0.065635
0.008533
-0.013516
0.046801
0.014933
0.06485
0.001366
-0.072639
0.063499
0.028026
0.065478
0.00081
-0.120111
0.052391
0.060184
0.03764
0.06926
0.023526
0.029525
0.019953
0.104863
-0.034204
-0.040066
0.015556
0.046342
-0.011243
0.013534
-0.010176
-0.003063
-0.056263
-0.063747
0.060183
0.045837
-0.028082
-0.026205
-0.051119
-0.010083
0.043274
-0.028197
-0.023914
-0.020539
0.119023
0.016758
0.118634
0.051924
0.014449
0.041546
0.030516
0.034712
0.07428
0.013076
0.038002
-0.031772
0.003574
0.016311
-0.027757
0.02936
-0.01044
-0.012918
-0.03917
0.013449
0.002734
-0.05235
0.023603
-0.020361
0.112572
0.000374
0.000124
-0.010494
0.023806
0.085748
0.017011
-0.001918
-0.002192
0.055891
0.017182
-0.000557
-0.004748
-0.039671
0.044589
0.069278
0.043264
0.009841
0.072852
0.053891
-0.008076
0.050831
0.014291
-0.059679
0.066401
-0.079141
0.049434
0.015173
-0.026553
0.128386
0.047617
0.023247
-0.017126
0.005221
0.043839
0.044057
0.037243
-0.020736
-0.224881
-0.072928
0.070875
0.045343
0.05162
-0.01707
0.010974
0.000943
0.051381
-0.007193
-0.027921
0.037289
0.017659
-0.016404
0.021017
0.065959
-0.016371
0.021537
0.048543
0.039536
-0.004923
0.077114
0.021965
-0.00159
-0.02939
0.017851
0.018288
-0.07006
0.01498
0.024164
-0.028155
0.088891
-0.004296
-0.009385
-0.091743
-0.053869
-0.012416
0.065986
0.02955
0.049068
0.075688
0.028792
0.003331
0.040606
-0.044248
0.046841
0.026914
-0.011063
0.017714
-0.037272
0.10706
-0.001692
0.013278
-0.023688
0.013837
0.006493
-0.019246
0.039937
-0.020762
0.012427
0.010907
0.040189
0.017484
0.01233
0.005478
0.025031
-0.025508
0.029431
0.00512
-0.000785
0.039343
0.000582
0.018029
-0.017324
0.019453
0.031335
-0.02408
-0.045728
0.00974
0.009494
-0.027376
0.030407
0.042838
-0.018659
0.014794
-0.037076
0.012767
0.02061
0.03966
0.026969
0.024891
0.034144
0.030868
0.040687
0.009365
0.036386
-0.011194
0.042986
0.015396
0.028074
0.016047
0.011175
0.025128
0.026747
-0.00767
-0.053433
0.03219
0.052988
0.01396
0.065702
-0.011357
0.053048
-0.000852
-0.04441
0.042506
0.071255
0.044175
0.076227
-0.036511
0.058017
-0.034077
0.031135
0.018313
